text
"A subsurface representation featuring thickening wedge pattern with low amplitude, low noise and high frequency."
Seismic image featuring chaotic internal geometry with low amplitude and high frequency.
Seismic image presenting chaotic reflections with high frequency and low amplitude.
A high frequency and low amplitude subsurface representation characterized by chaotic reflections.
Seismic model with chaotic internal geometry with low amplitude and high frequency.
Section presenting chaotic internal geometry of high frequency and low amplitude.
2D subsurface model exhibiting internal structuraly disturbed reflexions of high frequency and low amplitude.
A seismic model characterized by chaotic internal geometry of high frequency and low amplitude.
"Low amplitude, high noise and high frequency seismic section containing concordant seismic layering."
"A subsurface representation of concordant seismic layering with high noise, high frequency and low amplitude."
"High frequency, low amplitude and high noise section containing concordant seismic layering."
"A subsurface model exhibiting a planar geometry of low amplitude, high frequency and high noise."
"Low amplitude, high noise and high frequency subsurface model exhibiting an horizontally layered sequence."
"A section featuring an horizontally layered sequence presenting high noise, high frequency and low amplitude."
Low amplitude and high frequency 2D subsurface model with chaotic internal geometry.
Low amplitude and high frequency slice of undefined internal geometry.
Low amplitude and high frequency subsurface representation featuring chaotic internal geometry.
Subsurface representation featuring internal structuraly disturbed reflexions with low amplitude and high frequency.
2D seismic model exhibiting undefined internal geometry presenting high frequency and low amplitude.
2D subsurface model exhibiting a chaotic pattern presenting low amplitude and high frequency.
High frequency and low amplitude 2D seismic model of internal structuraly disturbed reflexions.
"Subsurface representation featuring continuous horizontal reflections with high frequency, high noise and low amplitude."
"A 2D seismic model presenting a planar geometry with high frequency, high noise and low amplitude."
"Slice containing concordant seismic layering of low amplitude, high noise and high frequency."
"Seismic image containing an uniform layering pattern with high frequency, low amplitude and high noise."
"Low amplitude, high frequency and high noise subsurface representation featuring an uniform layering pattern."
"Slice presenting concordant seismic layering of low amplitude, high frequency and high noise."
"Seismic section of a sigmoid with low noise, low amplitude and high frequency."
"A section exhibiting a clinoform of low amplitude, high frequency and low noise."
"A high frequency, low amplitude and low noise subsurface representation featuring progradational geometry."
"2D section containing progradational geometry of low noise, low amplitude and high frequency."
"A high frequency, low amplitude and low noise subsurface representation exhibiting a sigmoidal clinoform set."
"Low noise, low amplitude and high frequency subsurface model containing a sigmoid."
"A high frequency, low noise and low amplitude seismic model presenting a sigmoid."
"Seismic model containing an oblique clinoform pattern presenting low noise, low amplitude and high frequency."
"Seismic model featuring a sigmoidal clinoform set presenting low noise, high frequency and low amplitude."
A 2D section presenting thickening wedge pattern with.
A subsurface representation containing differentially dipping reflectors of.
"A slice with an oblique clinoform pattern presenting high frequency, low amplitude and low noise."
"2D seismic model featuring a clinoform with high frequency, low noise and low amplitude."
"A 2D seismic model featuring forward-prograding geometry of low amplitude, high frequency and low noise."
"A high frequency, low amplitude and low noise seismic section presenting an oblique clinoform pattern."
"Subsurface model with laterally uniform bedding with high frequency, high noise and low amplitude."
